Transaction ID,Timestamp,Item ID,Supplier ID,Customer ID,Location,Temperature,Order Amount,Quantity Shipped,Payment Status,Time to Delivery
TX01463,2021-02-04 13:58:29.749685,9946,S6,C2,NY,11.322880996700368,2278,111,Paid,7
TX01464,2021-02-03 13:58:29.749685,9038,S8,C9,SF,14.17350574422025,1576,99,Overdue,3
TX01465,2021-02-02 13:58:29.749685,9946,S1,C7,NY,11.06574508749313,1790,135,Paid,3
TX01466,2021-02-01 13:58:29.749685,9197,S6,C7,LA,13.271855227053036,1591,94,Paid,9
TX01467,2021-01-31 13:58:29.749685,9645,S2,C5,Chicago,5.936610860261476,1007,171,Paid,5
TX01468,2021-01-30 13:58:29.749685,9578,S2,C8,LA,10.610441572102022,1556,131,Paid,7
TX01469,2021-01-29 13:58:29.749685,9390,S7,C7,SF,17.826587566099306,1472,164,Paid,6
TX01470,2021-01-28 13:58:29.749685,9178,S10,C6,LA,15.366013447733623,1365,137,Overdue,1
TX01471,2021-01-27 13:58:29.749685,9967,S1,C2,SF,19.727435662199294,2674,50,Paid,4
TX01472,2021-01-26 13:58:29.749685,9553,S6,C6,LA,16.818793060642147,2592,115,Overdue,8
TX01473,2021-01-25 13:58:29.749685,9447,S7,C2,Chicago,11.77264572337661,2035,101,Paid,7
TX01474,2021-01-24 13:58:29.749685,9499,S8,C1,LA,15.144206865493144,2095,51,Paid,5
TX01475,2021-01-23 13:58:29.749685,9014,S7,C9,NY,16.638705135324336,1905,136,Overdue,5
TX01476,2021-01-22 13:58:29.749685,9622,S6,C5,LA,9.045254898820115,1062,81,Overdue,9
TX01477,2021-01-21 13:58:29.749685,9668,S9,C10,Chicago,5.900268359233764,2186,52,Overdue,9
TX01478,2021-01-20 13:58:29.749685,9288,S3,C10,SF,11.087709019978224,1549,104,Paid,6
TX01479,2021-01-19 13:58:29.749685,9477,S6,C4,LA,7.170097431537728,2300,76,Overdue,9
TX01480,2021-01-18 13:58:29.749685,9230,S4,C8,LA,9.158616796437528,2586,57,Paid,7
TX01481,2021-01-17 13:58:29.749685,9922,S2,C5,NY,19.202682432112,1913,69,Overdue,6
TX01482,2021-01-16 13:58:29.749685,9419,S1,C7,SF,17.70623889833778,1401,66,Overdue,2
TX01483,2021-01-15 13:58:29.749685,9156,S1,C3,SF,13.886957518514905,2529,158,Overdue,3
TX01484,2021-01-14 13:58:29.749685,9549,S10,C8,SF,11.018850597985583,2913,82,Overdue,9
TX01485,2021-01-13 13:58:29.749685,9440,S3,C8,Chicago,8.964955403117774,1665,104,Paid,1
TX01486,2021-01-12 13:58:29.749685,9096,S4,C3,Chicago,13.57187419578,2555,122,Overdue,7
TX01487,2021-01-11 13:58:29.749685,9996,S2,C9,NY,12.997403745093388,1792,147,Overdue,1
TX01488,2021-01-10 13:58:29.749685,9410,S1,C8,LA,16.711712125722997,2502,157,Overdue,7
TX01489,2021-01-09 13:58:29.749685,9950,S4,C1,Chicago,18.92030283146086,2233,193,Paid,8
TX01490,2021-01-08 13:58:29.749685,9288,S7,C8,SF,9.934059519950283,1463,140,Overdue,3
TX01491,2021-01-07 13:58:29.749685,9253,S10,C4,LA,8.094456661351913,1244,128,Paid,2
TX01492,2021-01-06 13:58:29.749685,9195,S6,C6,LA,11.041994239185575,1428,113,Paid,5
TX01493,2021-01-05 13:58:29.749685,9597,S6,C10,LA,11.563119536198062,2271,137,Paid,3
TX01494,2021-01-04 13:58:29.749685,9833,S9,C9,NY,5.598054342265437,1953,150,Overdue,7
TX01495,2021-01-03 13:58:29.749685,9521,S2,C5,Chicago,17.925447982992843,1785,162,Overdue,2
TX01496,2021-01-02 13:58:29.749685,9516,S4,C7,Chicago,19.93388508001243,1047,132,Overdue,7
TX01497,2021-01-01 13:58:29.749685,9634,S5,C1,LA,18.84813039067284,1013,72,Overdue,2
TX01498,2020-12-31 13:58:29.749685,9841,S1,C9,NY,17.909974692303656,1390,152,Overdue,7
TX01499,2020-12-30 13:58:29.749685,9864,S8,C6,NY,19.88900455189312,2787,144,Overdue,7
TX01500,2020-12-29 13:58:29.749685,9117,S8,C4,Chicago,18.61712647962329,1677,143,Overdue,4
TX01501,2020-12-28 13:58:29.749685,9805,S6,C6,Chicago,15.325514311149758,2136,56,Overdue,3
TX01502,2020-12-27 13:58:29.749685,9908,S5,C5,NY,7.501349731582515,2087,158,Overdue,9
TX01503,2020-12-26 13:58:29.749685,9158,S8,C3,SF,7.3452518500530175,2308,108,Overdue,1
TX01504,2020-12-25 13:58:29.749685,9814,S3,C7,NY,5.73169619845029,2110,163,Overdue,4
TX01505,2020-12-24 13:58:29.749685,9227,S3,C3,SF,11.177463007814248,1494,52,Overdue,4
TX01506,2020-12-23 13:58:29.749685,9876,S2,C2,Chicago,17.132361156350054,1745,161,Overdue,8
TX01507,2020-12-22 13:58:29.749685,9215,S5,C4,NY,12.354439171983657,1248,79,Paid,4
TX01508,2020-12-21 13:58:29.749685,9947,S3,C7,NY,10.494825585673736,2648,187,Paid,5
TX01509,2020-12-20 13:58:29.749685,9695,S3,C5,NY,6.638537962981246,2249,147,Paid,4
TX01510,2020-12-19 13:58:29.749685,9014,S6,C9,NY,5.776299636358822,2206,62,Paid,1
TX01511,2020-12-18 13:58:29.749685,9156,S8,C10,LA,10.987687151354107,1080,126,Overdue,8
TX01512,2020-12-17 13:58:29.749685,9647,S2,C7,LA,6.4988807027559865,2964,74,Paid,2
TX01513,2020-12-16 13:58:29.749685,9260,S4,C9,Chicago,6.5532225910697415,2810,111,Paid,5
TX01514,2020-12-15 13:58:29.749685,9156,S7,C9,Chicago,10.930226374559696,1385,89,Overdue,2
TX01515,2020-12-14 13:58:29.749685,9046,S1,C2,NY,12.542651847540744,2116,128,Paid,5
TX01516,2020-12-13 13:58:29.749685,9323,S1,C1,LA,7.800243304617727,2729,52,Paid,4
TX01517,2020-12-12 13:58:29.749685,9843,S10,C4,Chicago,15.269535293906554,1465,95,Overdue,6
TX01518,2020-12-11 13:58:29.749685,9684,S7,C4,SF,11.280380010242162,1486,135,Overdue,3
TX01519,2020-12-10 13:58:29.749685,9129,S7,C2,LA,6.378838066080741,1105,147,Paid,6
TX01520,2020-12-09 13:58:29.749685,9410,S1,C3,LA,14.555511868440728,2635,118,Paid,2
TX01521,2020-12-08 13:58:29.749685,9094,S1,C3,LA,10.354172280427084,1035,90,Paid,3
TX01522,2020-12-07 13:58:29.749685,9626,S4,C5,NY,5.784822156143993,1695,109,Paid,2
TX01523,2020-12-06 13:58:29.750687,9754,S5,C1,SF,19.21972369500788,1148,185,Overdue,5
TX01524,2020-12-05 13:58:29.750687,9931,S5,C9,NY,13.567954356585044,2760,147,Overdue,5
TX01525,2020-12-04 13:58:29.750687,9291,S4,C8,Chicago,12.16580553545956,1574,53,Paid,8
TX01526,2020-12-03 13:58:29.750687,9793,S8,C8,SF,17.88706092280752,1385,74,Overdue,6
TX01527,2020-12-02 13:58:29.750687,9810,S7,C3,NY,19.051106439705872,2406,147,Overdue,7
TX01528,2020-12-01 13:58:29.750687,9282,S9,C2,LA,8.30482802249317,1201,119,Paid,9
TX01529,2020-11-30 13:58:29.750687,9068,S7,C1,SF,17.152167525125407,1654,147,Paid,4
TX01530,2020-11-29 13:58:29.750687,9659,S10,C6,LA,17.46619890161398,1445,198,Paid,6
TX01531,2020-11-28 13:58:29.750687,9010,S1,C10,Chicago,5.816041920163985,2291,157,Paid,7
TX01532,2020-11-27 13:58:29.750687,9253,S7,C1,SF,15.67916172767409,1258,143,Paid,3
TX01533,2020-11-26 13:58:29.750687,9841,S1,C5,Chicago,5.944518226993655,1253,172,Paid,8
TX01534,2020-11-25 13:58:29.750687,9871,S7,C9,Chicago,13.92009869584851,2923,105,Overdue,4
TX01535,2020-11-24 13:58:29.750687,9549,S10,C9,Chicago,15.03855165708011,2288,52,Paid,4
TX01536,2020-11-23 13:58:29.750687,9133,S8,C4,SF,10.505880325264544,1429,128,Paid,2
TX01537,2020-11-22 13:58:29.750687,9711,S9,C7,Chicago,18.21181244986487,2577,198,Overdue,9
TX01538,2020-11-21 13:58:29.750687,9022,S3,C7,NY,17.007675604512084,1713,95,Paid,9
TX01539,2020-11-20 13:58:29.750687,9814,S4,C4,NY,18.889395704320947,2054,175,Overdue,5
TX01540,2020-11-19 13:58:29.750687,9345,S4,C5,Chicago,9.723342899464727,2188,168,Paid,8
TX01541,2020-11-18 13:58:29.750687,9301,S9,C9,LA,5.322917000927163,1778,127,Overdue,8
TX01542,2020-11-17 13:58:29.750687,9362,S7,C7,Chicago,17.17191900496328,2724,117,Paid,1
TX01543,2020-11-16 13:58:29.750687,9395,S3,C7,Chicago,8.34466033994661,1282,80,Paid,3
TX01544,2020-11-15 13:58:29.750687,9217,S10,C10,LA,12.007340608505835,1941,95,Paid,2
TX01545,2020-11-14 13:58:29.750687,9140,S5,C7,SF,17.25981757796046,1069,94,Paid,5
TX01546,2020-11-13 13:58:29.750687,9615,S7,C9,SF,8.242027680129361,2258,53,Paid,3
TX01547,2020-11-12 13:58:29.750687,9957,S8,C5,Chicago,9.678631441794856,2117,174,Overdue,7
TX01548,2020-11-11 13:58:29.750687,9209,S1,C6,NY,11.586199795066836,1298,105,Paid,2
TX01549,2020-11-10 13:58:29.750687,9984,S2,C3,NY,9.077372752481615,1812,55,Paid,3
TX01550,2020-11-09 13:58:29.750687,9992,S7,C1,NY,11.919821345042427,2937,131,Overdue,7
TX01551,2020-11-08 13:58:29.750687,9622,S2,C2,Chicago,5.143949667417901,1817,88,Paid,3
TX01552,2020-11-07 13:58:29.750687,9615,S7,C8,NY,8.18281959126991,2285,160,Paid,3
TX01553,2020-11-06 13:58:29.750687,9827,S9,C1,NY,17.48830039494463,1140,122,Overdue,5
TX01554,2020-11-05 13:58:29.750687,9682,S2,C10,SF,11.202229377695012,2253,147,Overdue,1
TX01555,2020-11-04 13:58:29.750687,9459,S7,C7,Chicago,14.546086516129096,1779,176,Paid,3
TX01556,2020-11-03 13:58:29.750687,9355,S4,C5,SF,8.484318914533135,2286,89,Paid,2
TX01557,2020-11-02 13:58:29.750687,9323,S2,C6,LA,14.74817996672999,1653,86,Paid,2
TX01558,2020-11-01 13:58:29.750687,9132,S7,C8,SF,19.99960801469385,2736,175,Overdue,3
TX01559,2020-10-31 13:58:29.750687,9887,S5,C4,Chicago,13.929314590952076,2122,99,Paid,2
TX01560,2020-10-30 13:58:29.750687,9804,S1,C6,NY,14.425378439628632,1302,60,Overdue,3
TX01561,2020-10-29 13:58:29.750687,9839,S5,C3,Chicago,6.672797366929962,2286,108,Overdue,5
TX01562,2020-10-28 13:58:29.750687,9126,S3,C7,SF,11.050722074989768,1550,57,Overdue,7
TX01563,2020-10-27 13:58:29.750687,9105,S7,C2,Chicago,17.910873477243342,2719,77,Overdue,4
TX01564,2020-10-26 13:58:29.750687,9603,S6,C8,Chicago,17.514079604874986,1212,109,Paid,7
TX01565,2020-10-25 13:58:29.750687,9798,S8,C7,SF,12.835986655419829,1402,138,Overdue,5
TX01566,2020-10-24 13:58:29.750687,9377,S5,C8,SF,18.55181224606659,2658,59,Overdue,9
TX01567,2020-10-23 13:58:29.750687,9904,S2,C2,LA,7.144055273085771,2306,112,Paid,4
TX01568,2020-10-22 13:58:29.750687,9050,S9,C3,LA,14.872841069922876,2084,124,Overdue,3
TX01569,2020-10-21 13:58:29.750687,9028,S8,C4,SF,8.73325364753293,2601,196,Overdue,2
TX01570,2020-10-20 13:58:29.750687,9461,S6,C9,Chicago,14.683421076578547,1819,195,Overdue,4
TX01571,2020-10-19 13:58:29.750687,9295,S10,C5,SF,6.310995336577937,2019,196,Paid,2
TX01572,2020-10-18 13:58:29.750687,9296,S7,C6,NY,19.15413642657408,1439,64,Paid,4
TX01573,2020-10-17 13:58:29.750687,9725,S9,C1,LA,16.79498059385739,1909,65,Paid,3
TX01574,2020-10-16 13:58:29.750687,9778,S7,C4,NY,8.014423473438361,1356,197,Overdue,9
TX01575,2020-10-15 13:58:29.750687,9406,S3,C4,Chicago,14.55914852858056,2824,196,Paid,5
TX01576,2020-10-14 13:58:29.750687,9768,S6,C10,NY,16.387184608062068,1107,196,Overdue,3
TX01577,2020-10-13 13:58:29.750687,9813,S7,C8,SF,8.141687327440414,1139,137,Overdue,7
TX01578,2020-10-12 13:58:29.750687,9612,S2,C8,SF,6.399954615709657,1242,80,Paid,2
TX01579,2020-10-11 13:58:29.750687,9404,S3,C10,SF,10.276696491435498,2364,57,Paid,6
TX01580,2020-10-10 13:58:29.750687,9345,S4,C6,NY,7.03631511792848,1605,99,Paid,1
TX01581,2020-10-09 13:58:29.750687,9621,S10,C8,NY,13.48567557656344,1341,137,Overdue,8
TX01582,2020-10-08 13:58:29.750687,9419,S6,C9,NY,11.361723643601223,2857,185,Overdue,6
TX01583,2020-10-07 13:58:29.750687,9181,S1,C5,SF,11.93636507151358,1988,62,Paid,8
TX01584,2020-10-06 13:58:29.750687,9982,S9,C1,SF,13.142952160118112,2687,196,Overdue,4
TX01585,2020-10-05 13:58:29.750687,9824,S5,C1,SF,19.73078218913902,1223,155,Paid,3
TX01586,2020-10-04 13:58:29.750687,9000,S7,C2,NY,16.889534996016636,2196,146,Paid,4
TX01587,2020-10-03 13:58:29.750687,9830,S9,C2,NY,14.44207242474276,1715,110,Paid,7
TX01588,2020-10-02 13:58:29.750687,9949,S9,C5,Chicago,10.455584217190042,1758,84,Overdue,6
TX01589,2020-10-01 13:58:29.750687,9566,S1,C7,LA,5.406040297054477,2206,186,Overdue,9
TX01590,2020-09-30 13:58:29.750687,9370,S1,C7,SF,6.747914160781276,2022,161,Paid,7
TX01591,2020-09-29 13:58:29.750687,9935,S3,C4,NY,15.963008758090757,2914,74,Paid,3
TX01592,2020-09-28 13:58:29.750687,9910,S6,C4,LA,10.538058923628842,2478,170,Overdue,5
TX01593,2020-09-27 13:58:29.750687,9660,S2,C10,NY,10.016561537639673,2588,155,Paid,8
TX01594,2020-09-26 13:58:29.750687,9430,S10,C3,NY,18.334675378862737,1961,113,Paid,5
TX01595,2020-09-25 13:58:29.750687,9968,S1,C2,SF,12.267633357706568,1871,164,Paid,5
TX01596,2020-09-24 13:58:29.750687,9308,S1,C3,LA,18.493655861196643,2810,159,Overdue,3
TX01597,2020-09-23 13:58:29.750687,9136,S5,C8,NY,18.299577656032994,1690,86,Paid,4
TX01598,2020-09-22 13:58:29.750687,9201,S4,C1,LA,6.202719375718317,2873,87,Overdue,9
TX01599,2020-09-21 13:58:29.750687,9435,S1,C4,LA,19.18044467650304,2121,57,Overdue,9
TX01600,2020-09-20 13:58:29.750687,9312,S4,C7,SF,6.154323254113361,2661,124,Paid,3
TX01601,2020-09-19 13:58:29.750687,9116,S3,C5,LA,19.452591728708192,2217,72,Paid,5
TX01602,2020-09-18 13:58:29.750687,9665,S2,C2,Chicago,11.789223763990854,1556,178,Overdue,8
TX01603,2020-09-17 13:58:29.750687,9936,S9,C1,Chicago,16.412910136318644,1383,58,Paid,5
TX01604,2020-09-16 13:58:29.750687,9802,S1,C6,SF,15.5921655078478,2381,89,Overdue,7
TX01605,2020-09-15 13:58:29.750687,9574,S7,C5,SF,12.777424614867927,1423,146,Overdue,3
TX01606,2020-09-14 13:58:29.750687,9243,S4,C3,Chicago,14.291822282534648,2746,145,Paid,2
TX01607,2020-09-13 13:58:29.750687,9536,S5,C9,SF,19.24877272248792,1389,185,Paid,2
TX01608,2020-09-12 13:58:29.750687,9601,S10,C3,LA,18.910272359948607,1946,86,Overdue,9
TX01609,2020-09-11 13:58:29.750687,9074,S5,C2,NY,14.814890753886305,2704,67,Paid,1
TX01610,2020-09-10 13:58:29.750687,9805,S1,C5,SF,14.865780184017876,1942,161,Overdue,1
TX01611,2020-09-09 13:58:29.750687,9385,S6,C9,Chicago,8.70408040087757,2168,126,Overdue,2
TX01612,2020-09-08 13:58:29.750687,9902,S9,C8,NY,17.429352420771856,1918,124,Paid,6
TX01613,2020-09-07 13:58:29.750687,9209,S2,C6,LA,14.489049995031152,1551,129,Paid,6
TX01614,2020-09-06 13:58:29.750687,9474,S7,C3,NY,17.393731879976457,2864,93,Overdue,6
TX01615,2020-09-05 13:58:29.750687,9417,S6,C6,Chicago,14.86778615431965,2533,127,Paid,6
TX01616,2020-09-04 13:58:29.750687,9346,S5,C5,NY,9.489800390474226,1420,193,Overdue,6
TX01617,2020-09-03 13:58:29.750687,9528,S4,C1,Chicago,7.842221040962199,2893,67,Overdue,8
TX01618,2020-09-02 13:58:29.750687,9639,S4,C5,SF,6.154487663347332,2108,74,Paid,6
TX01619,2020-09-01 13:58:29.750687,9938,S6,C7,SF,13.789923983901904,1697,84,Paid,9
TX01620,2020-08-31 13:58:29.750687,9954,S4,C9,Chicago,9.260770362631025,1916,120,Paid,5
TX01621,2020-08-30 13:58:29.750687,9875,S5,C1,SF,14.457642718862214,1922,76,Paid,4
TX01622,2020-08-29 13:58:29.750687,9762,S6,C3,LA,5.879846673256573,1906,187,Overdue,1
TX01623,2020-08-28 13:58:29.750687,9178,S5,C8,NY,10.634945975084406,2574,124,Paid,2
TX01624,2020-08-27 13:58:29.750687,9181,S7,C6,Chicago,8.908298230546634,2757,197,Paid,4
TX01625,2020-08-26 13:58:29.750687,9663,S9,C5,Chicago,10.555011170016696,2726,129,Paid,9
TX01626,2020-08-25 13:58:29.750687,9024,S10,C10,Chicago,5.8142514463488055,2051,188,Paid,4
TX01627,2020-08-24 13:58:29.750687,9966,S7,C2,LA,15.8627212825017,1851,116,Paid,8
TX01628,2020-08-23 13:58:29.750687,9179,S7,C3,LA,6.750459997144599,1174,187,Paid,2
TX01629,2020-08-22 13:58:29.750687,9709,S4,C2,LA,5.216039395222299,2260,55,Paid,1
TX01630,2020-08-21 13:58:29.750687,9500,S1,C1,Chicago,19.194336520840004,1558,144,Paid,9
TX01631,2020-08-20 13:58:29.750687,9855,S8,C7,LA,7.893145735475748,2133,98,Overdue,6
TX01632,2020-08-19 13:58:29.750687,9160,S4,C3,SF,17.42091947668191,1485,81,Paid,5
TX01633,2020-08-18 13:58:29.750687,9176,S1,C7,NY,19.467058996356865,2411,78,Paid,3
TX01634,2020-08-17 13:58:29.750687,9284,S5,C7,SF,13.011817993531428,2212,171,Paid,9
TX01635,2020-08-16 13:58:29.750687,9062,S8,C8,SF,12.891772400713196,2297,66,Overdue,2
TX01636,2020-08-15 13:58:29.750687,9661,S4,C1,LA,10.511258674751144,2713,147,Overdue,8
TX01637,2020-08-14 13:58:29.750687,9665,S8,C5,Chicago,11.383922971630923,2531,98,Paid,4
TX01638,2020-08-13 13:58:29.750687,9155,S8,C10,SF,12.231130954300102,1604,193,Paid,7
TX01639,2020-08-12 13:58:29.750687,9881,S3,C9,NY,7.281416055809438,2955,184,Paid,8
TX01640,2020-08-11 13:58:29.750687,9468,S9,C7,LA,10.471050859105388,2626,62,Paid,1
TX01641,2020-08-10 13:58:29.750687,9048,S3,C1,SF,17.24162663914168,1244,181,Overdue,1
TX01642,2020-08-09 13:58:29.750687,9966,S1,C8,LA,7.735971793722086,1512,112,Overdue,9
TX01643,2020-08-08 13:58:29.750687,9848,S2,C3,NY,15.94779870431173,1034,173,Paid,9
TX01644,2020-08-07 13:58:29.750687,9083,S6,C4,LA,14.77379900402286,1260,122,Paid,1
TX01645,2020-08-06 13:58:29.750687,9360,S10,C4,Chicago,5.859466629239886,2651,125,Paid,5
TX01646,2020-08-05 13:58:29.750687,9688,S2,C10,SF,5.336433026565207,2285,127,Paid,4
TX01647,2020-08-04 13:58:29.750687,9147,S6,C8,SF,10.287926938675234,2083,64,Overdue,4
TX01648,2020-08-03 13:58:29.750687,9629,S1,C1,Chicago,15.382554156977616,1099,182,Paid,2
TX01649,2020-08-02 13:58:29.750687,9341,S1,C8,NY,9.956268910409923,2668,91,Paid,5
TX01650,2020-08-01 13:58:29.750687,9475,S5,C9,NY,15.015999509007408,2259,67,Paid,2
TX01651,2020-07-31 13:58:29.750687,9062,S10,C9,LA,14.981872145419723,1671,121,Paid,3
TX01652,2020-07-30 13:58:29.750687,9700,S9,C5,SF,17.098319339364032,2958,185,Overdue,8
TX01653,2020-07-29 13:58:29.750687,9359,S8,C4,NY,6.492284220557671,2278,117,Overdue,9
TX01654,2020-07-28 13:58:29.750687,9560,S3,C4,Chicago,13.656933367811956,1748,164,Paid,9
TX01655,2020-07-27 13:58:29.750687,9326,S3,C9,Chicago,5.937456793599718,1606,124,Paid,7
TX01656,2020-07-26 13:58:29.750687,9768,S1,C8,Chicago,7.639207104100067,1039,119,Paid,4
TX01657,2020-07-25 13:58:29.750687,9735,S3,C10,NY,9.882513542842135,2260,71,Paid,9
TX01658,2020-07-24 13:58:29.750687,9140,S1,C10,Chicago,15.61083860644199,2259,118,Overdue,1
TX01659,2020-07-23 13:58:29.750687,9989,S8,C7,SF,19.608169625061223,1809,178,Overdue,2
TX01660,2020-07-22 13:58:29.750687,9214,S1,C3,NY,10.13781221578866,1073,135,Overdue,5
TX01661,2020-07-21 13:58:29.750687,9434,S5,C4,NY,12.817167281040264,1734,84,Overdue,5
TX01662,2020-07-20 13:58:29.750687,9890,S9,C9,SF,8.885833931336531,1903,175,Overdue,5
TX01663,2020-07-19 13:58:29.750687,9951,S7,C8,Chicago,15.13234430914422,1858,116,Paid,8
TX01664,2020-07-18 13:58:29.750687,9722,S4,C1,NY,10.498788019256695,1028,180,Overdue,2
TX01665,2020-07-17 13:58:29.750687,9317,S9,C3,SF,12.223942601574162,2467,178,Paid,9
TX01666,2020-07-16 13:58:29.750687,9031,S9,C10,SF,13.517193137759431,1845,91,Paid,5
TX01667,2020-07-15 13:58:29.751689,9669,S2,C2,LA,15.29363494860915,2046,107,Overdue,7
TX01668,2020-07-14 13:58:29.751689,9284,S10,C2,Chicago,5.900774919346299,1515,137,Paid,9
TX01669,2020-07-13 13:58:29.751689,9304,S10,C8,Chicago,13.323516406798904,1243,145,Paid,5
TX01670,2020-07-12 13:58:29.751689,9428,S6,C6,SF,11.46746146721654,1545,134,Paid,4
TX01671,2020-07-11 13:58:29.751689,9476,S4,C6,NY,7.006476297195007,1616,53,Overdue,9
TX01672,2020-07-10 13:58:29.751689,9285,S8,C4,LA,8.120550024970425,2701,66,Overdue,8
TX01673,2020-07-09 13:58:29.751689,9143,S7,C1,LA,18.258351366502065,2852,126,Paid,3
TX01674,2020-07-08 13:58:29.751689,9423,S7,C7,NY,18.07664013650355,1026,148,Paid,4
TX01675,2020-07-07 13:58:29.751689,9018,S10,C8,LA,5.499953816355124,2106,60,Overdue,9
TX01676,2020-07-06 13:58:29.751689,9017,S9,C2,NY,15.341022368543785,1158,89,Overdue,1
TX01677,2020-07-05 13:58:29.751689,9768,S5,C2,LA,13.312809697060311,2922,190,Overdue,7
TX01678,2020-07-04 13:58:29.751689,9589,S6,C1,NY,19.09723764720873,2500,149,Overdue,3
TX01679,2020-07-03 13:58:29.751689,9370,S1,C4,SF,18.62008566533624,2868,83,Paid,7
TX01680,2020-07-02 13:58:29.751689,9174,S6,C6,SF,13.69342869278543,1666,185,Overdue,9
TX01681,2020-07-01 13:58:29.751689,9193,S2,C5,LA,7.084323819777554,2194,184,Overdue,1
TX01682,2020-06-30 13:58:29.751689,9501,S6,C4,LA,11.897225355039502,1955,111,Overdue,4
TX01683,2020-06-29 13:58:29.751689,9987,S9,C4,SF,15.877465503935086,2631,95,Paid,3
TX01684,2020-06-28 13:58:29.751689,9112,S8,C10,Chicago,19.27604952634807,2837,176,Paid,6
TX01685,2020-06-27 13:58:29.751689,9113,S9,C7,NY,10.45744108628874,2776,175,Paid,4
TX01686,2020-06-26 13:58:29.751689,9221,S10,C7,Chicago,16.77007213930328,1804,62,Paid,5
TX01687,2020-06-25 13:58:29.751689,9677,S8,C2,LA,15.250111299225855,1632,179,Paid,5
TX01688,2020-06-24 13:58:29.751689,9946,S3,C7,SF,6.174391657133932,1194,51,Overdue,3
TX01689,2020-06-23 13:58:29.751689,9830,S8,C2,LA,13.36965275429432,2254,78,Overdue,7
TX01690,2020-06-22 13:58:29.751689,9643,S6,C4,Chicago,7.752632503090788,1645,140,Overdue,6
TX01691,2020-06-21 13:58:29.751689,9896,S6,C1,SF,15.253239382666468,2594,131,Overdue,9
TX01692,2020-06-20 13:58:29.751689,9263,S6,C5,SF,14.151272704109587,2154,51,Overdue,5
TX01693,2020-06-19 13:58:29.751689,9924,S3,C1,SF,19.595721374507495,2018,110,Paid,3
TX01694,2020-06-18 13:58:29.751689,9054,S10,C4,NY,19.03073997687214,1499,121,Overdue,5
TX01695,2020-06-17 13:58:29.751689,9870,S1,C9,LA,5.140592503983218,1460,149,Overdue,9
TX01696,2020-06-16 13:58:29.751689,9642,S4,C8,Chicago,6.200441452575494,1906,108,Paid,5
TX01697,2020-06-15 13:58:29.751689,9799,S10,C6,NY,16.53701467144342,1026,97,Overdue,7
TX01698,2020-06-14 13:58:29.751689,9777,S6,C8,Chicago,15.284646094641152,1244,186,Paid,1
TX01699,2020-06-13 13:58:29.751689,9457,S10,C5,NY,17.01418397775337,1129,195,Overdue,7
TX01700,2020-06-12 13:58:29.751689,9978,S2,C7,SF,9.002223840024854,2343,99,Overdue,4
TX01701,2020-06-11 13:58:29.751689,9877,S7,C8,NY,17.73984153143715,2255,135,Overdue,5
TX01702,2020-06-10 13:58:29.751689,9161,S7,C7,LA,11.636292079822038,2195,115,Overdue,8
TX01703,2020-06-09 13:58:29.751689,9379,S4,C4,LA,8.928627270116625,2611,115,Paid,8
TX01704,2020-06-08 13:58:29.751689,9992,S4,C5,Chicago,5.159116213773386,1566,71,Paid,5
TX01705,2020-06-07 13:58:29.751689,9086,S1,C10,SF,18.070460522293907,2262,135,Overdue,2
TX01706,2020-06-06 13:58:29.751689,9054,S2,C6,SF,13.030157738602586,2656,140,Paid,6
TX01707,2020-06-05 13:58:29.751689,9475,S9,C6,Chicago,19.63073125627989,2959,190,Paid,6
TX01708,2020-06-04 13:58:29.751689,9799,S10,C9,LA,15.720220843508892,2355,171,Paid,1
TX01709,2020-06-03 13:58:29.751689,9177,S8,C10,LA,6.206257152346678,2430,192,Overdue,5
TX01710,2020-06-02 13:58:29.751689,9390,S8,C2,Chicago,13.822867796032137,2727,161,Paid,4
TX01711,2020-06-01 13:58:29.751689,9348,S9,C6,SF,5.256868097350212,2976,194,Paid,1
TX01712,2020-05-31 13:58:29.751689,9007,S7,C3,Chicago,13.366727813193982,1521,88,Paid,8
TX01713,2020-05-30 13:58:29.751689,9832,S9,C2,Chicago,10.25302494648621,2012,136,Overdue,8
TX01714,2020-05-29 13:58:29.751689,9312,S10,C6,NY,14.649437520781484,1290,53,Paid,2
TX01715,2020-05-28 13:58:29.751689,9758,S2,C4,Chicago,13.12361309369406,1645,64,Overdue,9
TX01716,2020-05-27 13:58:29.751689,9834,S6,C5,LA,8.920254851217326,2624,173,Paid,3
TX01717,2020-05-26 13:58:29.751689,9983,S3,C5,Chicago,7.43525913658736,1990,55,Overdue,3
TX01718,2020-05-25 13:58:29.751689,9982,S6,C3,SF,11.070672295126244,1766,114,Overdue,4
TX01719,2020-05-24 13:58:29.751689,9442,S3,C4,SF,19.802544722744067,1181,135,Overdue,7
TX01720,2020-05-23 13:58:29.751689,9766,S8,C3,LA,11.535479608239076,1733,79,Overdue,2
TX01721,2020-05-22 13:58:29.751689,9327,S4,C7,SF,16.231807067334373,2403,107,Overdue,2
TX01722,2020-05-21 13:58:29.751689,9053,S10,C1,Chicago,5.854602884080561,2742,135,Overdue,9
TX01723,2020-05-20 13:58:29.751689,9760,S6,C6,LA,10.682986466261054,2005,105,Overdue,4
TX01724,2020-05-19 13:58:29.751689,9238,S9,C4,SF,13.704845557985056,1834,95,Paid,7
